epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,7286.21,0.95102,0.7146,1.1449,0.84935,0.69253,0.78833,0.46738,1.43994,0.9431,1.39606,0.0064558,0.0064558,0.0064558
181,7323.5,0.95373,0.71207,1.14827,0.82309,0.70805,0.78959,0.46899,1.44088,0.94109,1.39699,0.006436,0.006436,0.006436
182,7360.75,0.95073,0.72307,1.14331,0.82597,0.71371,0.79088,0.46802,1.44075,0.94425,1.39379,0.0064162,0.0064162,0.0064162
183,7397.86,0.93929,0.70727,1.14098,0.8397,0.69826,0.78933,0.46779,1.43976,0.9434,1.39105,0.0063964,0.0063964,0.0063964
184,7435.04,0.9516,0.72228,1.14719,0.81671,0.71424,0.788,0.46644,1.44152,0.94197,1.39314,0.0063766,0.0063766,0.0063766
185,7472.22,0.94653,0.71094,1.1478,0.8162,0.70916,0.78623,0.46711,1.44076,0.94468,1.39355,0.0063568,0.0063568,0.0063568
186,7509.44,0.93886,0.7033,1.14456,0.82842,0.70706,0.79153,0.46802,1.43831,0.94554,1.39205,0.006337,0.006337,0.006337
187,7546.67,0.96098,0.7283,1.14785,0.81795,0.71717,0.79318,0.46863,1.43532,0.9421,1.39075,0.0063172,0.0063172,0.0063172
188,7583.82,0.93438,0.7186,1.14209,0.81818,0.7191,0.7943,0.46853,1.43253,0.94326,1.38859,0.0062974,0.0062974,0.0062974
189,7621.02,0.93828,0.70634,1.13982,0.82037,0.72027,0.79488,0.46754,1.4346,0.94326,1.38976,0.0062776,0.0062776,0.0062776
190,7658.25,0.94024,0.71164,1.1353,0.81412,0.71715,0.78982,0.46677,1.43864,0.94584,1.39215,0.0062578,0.0062578,0.0062578
191,7695.31,0.9267,0.69528,1.13809,0.79524,0.73383,0.79043,0.46691,1.4389,0.94611,1.39377,0.006238,0.006238,0.006238
192,7732.37,0.93516,0.69973,1.13483,0.79866,0.73423,0.79136,0.46622,1.43783,0.94711,1.39384,0.0062182,0.0062182,0.0062182
193,7769.38,0.93523,0.7131,1.13963,0.79642,0.73206,0.79212,0.46804,1.43619,0.94192,1.39163,0.0061984,0.0061984,0.0061984
194,7806.39,0.93609,0.69905,1.1443,0.80067,0.73529,0.79217,0.46851,1.43623,0.94096,1.39166,0.0061786,0.0061786,0.0061786
195,7843.62,0.93458,0.71085,1.13511,0.80414,0.73102,0.7903,0.46837,1.43612,0.94304,1.39126,0.0061588,0.0061588,0.0061588
196,7880.8,0.9225,0.69969,1.1323,0.81073,0.73523,0.79365,0.46829,1.43757,0.94321,1.39198,0.006139,0.006139,0.006139
197,7918.08,0.94276,0.71238,1.13601,0.80838,0.73481,0.79281,0.46924,1.43864,0.94367,1.39369,0.0061192,0.0061192,0.0061192
198,7955.08,0.93323,0.69939,1.13537,0.81469,0.73492,0.79515,0.46795,1.44117,0.94461,1.39533,0.0060994,0.0060994,0.0060994
199,7992.23,0.93323,0.70554,1.13147,0.82418,0.73504,0.79426,0.4674,1.4425,0.94691,1.397,0.0060796,0.0060796,0.0060796
200,8029.43,0.91956,0.69319,1.12514,0.82288,0.73403,0.79267,0.46591,1.44274,0.94523,1.39694,0.0060598,0.0060598,0.0060598
201,8066.61,0.92069,0.68894,1.13235,0.82152,0.73574,0.79297,0.46602,1.4417,0.94625,1.3957,0.00604,0.00604,0.00604
202,8103.69,0.9309,0.688,1.12564,0.82113,0.73623,0.79318,0.46526,1.44306,0.94484,1.39675,0.0060202,0.0060202,0.0060202
203,8140.87,0.92852,0.70466,1.12949,0.81991,0.739,0.7951,0.4653,1.44523,0.94349,1.39851,0.0060004,0.0060004,0.0060004
204,8177.81,0.92837,0.69867,1.13595,0.8135,0.73833,0.79389,0.46624,1.44478,0.94261,1.3986,0.0059806,0.0059806,0.0059806
205,8215.02,0.9293,0.68806,1.1302,0.81521,0.7404,0.79385,0.4662,1.44541,0.94313,1.39935,0.0059608,0.0059608,0.0059608
206,8252.19,0.93191,0.69543,1.12934,0.81559,0.73959,0.79425,0.46642,1.44553,0.94353,1.40004,0.005941,0.005941,0.005941
207,8289.36,0.92273,0.69251,1.12683,0.81724,0.74008,0.79569,0.46445,1.44422,0.94397,1.3984,0.0059212,0.0059212,0.0059212
208,8326.89,0.93099,0.69082,1.12608,0.81936,0.73542,0.79553,0.46471,1.4429,0.94359,1.39763,0.0059014,0.0059014,0.0059014
209,8365.44,0.91957,0.68019,1.12484,0.82697,0.73566,0.79642,0.46485,1.44266,0.94189,1.39895,0.0058816,0.0058816,0.0058816
210,8404,0.92044,0.68926,1.12578,0.82772,0.73575,0.79709,0.46532,1.44236,0.94069,1.39881,0.0058618,0.0058618,0.0058618
211,8442.48,0.91616,0.69451,1.12873,0.82663,0.7349,0.79695,0.46557,1.44478,0.93877,1.40061,0.005842,0.005842,0.005842
212,8481.86,0.91224,0.68065,1.12565,0.82888,0.73432,0.79695,0.46683,1.44483,0.93785,1.40137,0.0058222,0.0058222,0.0058222
213,8522.49,0.93031,0.68736,1.13374,0.83199,0.73334,0.79625,0.46658,1.44415,0.93691,1.40042,0.0058024,0.0058024,0.0058024
214,8565.06,0.91872,0.68695,1.12852,0.82938,0.73224,0.79611,0.46681,1.44421,0.9378,1.40057,0.0057826,0.0057826,0.0057826
215,8604.21,0.91452,0.68177,1.12295,0.83062,0.72924,0.79569,0.46751,1.44448,0.93706,1.40052,0.0057628,0.0057628,0.0057628
216,8642.32,0.89589,0.67967,1.1179,0.83306,0.72933,0.79629,0.46732,1.44385,0.93516,1.40054,0.005743,0.005743,0.005743
217,8680.93,0.91912,0.68243,1.12702,0.83235,0.73094,0.79519,0.46661,1.4447,0.93437,1.40207,0.0057232,0.0057232,0.0057232
218,8719.03,0.91655,0.69066,1.12576,0.83361,0.732,0.79506,0.46644,1.44434,0.93426,1.4012,0.0057034,0.0057034,0.0057034
219,8760.24,0.90746,0.67645,1.12058,0.834,0.73271,0.79658,0.46569,1.44466,0.93492,1.40105,0.0056836,0.0056836,0.0056836
220,8802.23,0.93258,0.69043,1.12469,0.84003,0.72842,0.79651,0.46604,1.44489,0.93472,1.40104,0.0056638,0.0056638,0.0056638
221,8841.29,0.90774,0.674,1.12355,0.83922,0.73154,0.79699,0.46587,1.44537,0.93504,1.40122,0.005644,0.005644,0.005644
222,8881.44,0.90455,0.67004,1.11745,0.83871,0.73143,0.79667,0.46652,1.44483,0.93563,1.40074,0.0056242,0.0056242,0.0056242
223,8923.72,0.90859,0.67778,1.1203,0.83531,0.72914,0.79335,0.46559,1.44498,0.93676,1.40112,0.0056044,0.0056044,0.0056044
224,8963.22,0.91154,0.67089,1.12173,0.84349,0.73083,0.79597,0.46647,1.44513,0.9379,1.40151,0.0055846,0.0055846,0.0055846
225,9005.02,0.91125,0.67739,1.12366,0.83721,0.72932,0.79214,0.46587,1.44464,0.93749,1.40051,0.0055648,0.0055648,0.0055648
226,9045.81,0.90532,0.67131,1.1142,0.83251,0.73252,0.79203,0.46532,1.44471,0.9382,1.40115,0.005545,0.005545,0.005545
227,9083.94,0.89456,0.66148,1.11134,0.83188,0.73333,0.79284,0.46481,1.44527,0.93826,1.40166,0.0055252,0.0055252,0.0055252
228,9125.07,0.90436,0.65886,1.11684,0.8319,0.73257,0.79283,0.4648,1.44475,0.93849,1.40186,0.0055054,0.0055054,0.0055054
229,9164.46,0.90429,0.67429,1.11803,0.83305,0.73077,0.7919,0.46466,1.44585,0.9372,1.40435,0.0054856,0.0054856,0.0054856
230,9203.33,0.89376,0.66111,1.11167,0.83569,0.73019,0.79151,0.46349,1.44428,0.93564,1.40312,0.0054658,0.0054658,0.0054658
231,9240.55,0.92443,0.68446,1.12889,0.83584,0.72932,0.79355,0.46342,1.44346,0.93664,1.40198,0.005446,0.005446,0.005446
232,9279.55,0.89071,0.66375,1.1198,0.83351,0.73088,0.79349,0.46357,1.44472,0.93712,1.40398,0.0054262,0.0054262,0.0054262
233,9319.28,0.91023,0.67396,1.12028,0.83416,0.73124,0.79343,0.46309,1.44575,0.9377,1.40476,0.0054064,0.0054064,0.0054064
234,9357.03,0.90065,0.66692,1.11387,0.843,0.7203,0.79367,0.46331,1.44523,0.93816,1.40463,0.0053866,0.0053866,0.0053866
235,9397.45,0.89036,0.65181,1.11008,0.82778,0.73038,0.79329,0.46323,1.44539,0.93803,1.40502,0.0053668,0.0053668,0.0053668
236,9438.14,0.89153,0.65857,1.1167,0.85104,0.71043,0.79319,0.46329,1.44563,0.93716,1.40522,0.005347,0.005347,0.005347
237,9478.99,0.89401,0.65869,1.11377,0.85723,0.71072,0.79297,0.46285,1.44603,0.93608,1.40524,0.0053272,0.0053272,0.0053272
238,9521.54,0.89979,0.66002,1.1126,0.85056,0.71345,0.7926,0.46292,1.44522,0.93515,1.40466,0.0053074,0.0053074,0.0053074
239,9563.58,0.89322,0.66566,1.11454,0.84932,0.71428,0.79361,0.46275,1.44455,0.93522,1.40406,0.0052876,0.0052876,0.0052876
240,9605.42,0.90716,0.67114,1.11972,0.84866,0.7134,0.79296,0.46267,1.44449,0.93389,1.40379,0.0052678,0.0052678,0.0052678
241,9647.13,0.90178,0.67065,1.10899,0.84213,0.71783,0.79295,0.46221,1.4442,0.93327,1.40364,0.005248,0.005248,0.005248
242,9686.51,0.90666,0.66524,1.1167,0.84133,0.71861,0.79296,0.46148,1.44498,0.93269,1.40477,0.0052282,0.0052282,0.0052282
243,9725.93,0.89106,0.65051,1.10744,0.83978,0.71869,0.794,0.462,1.44463,0.93202,1.405,0.0052084,0.0052084,0.0052084
244,9765.95,0.89756,0.65167,1.11174,0.84076,0.72039,0.79496,0.46267,1.44444,0.93148,1.40461,0.0051886,0.0051886,0.0051886
245,9804.73,0.90006,0.66306,1.11302,0.8374,0.72587,0.79507,0.46325,1.44478,0.93115,1.40463,0.0051688,0.0051688,0.0051688
246,9846.02,0.88592,0.6538,1.11102,0.83864,0.72432,0.79479,0.4635,1.44634,0.93012,1.40646,0.005149,0.005149,0.005149
247,9885.42,0.8861,0.65071,1.11037,0.84015,0.72463,0.79498,0.46267,1.44611,0.92902,1.40607,0.0051292,0.0051292,0.0051292
248,9925.53,0.88975,0.65957,1.11016,0.83066,0.73029,0.79526,0.46355,1.44575,0.92861,1.40613,0.0051094,0.0051094,0.0051094
249,9966.36,0.89466,0.64849,1.10852,0.83533,0.7273,0.79526,0.46309,1.44524,0.92765,1.40571,0.0050896,0.0050896,0.0050896
250,10006.4,0.88923,0.65367,1.10802,0.83507,0.72757,0.7957,0.46355,1.44451,0.92746,1.40526,0.0050698,0.0050698,0.0050698
251,10046.2,0.90206,0.66216,1.11441,0.83565,0.72681,0.79519,0.46288,1.44412,0.92699,1.40506,0.00505,0.00505,0.00505
252,10088.4,0.88792,0.64938,1.1073,0.83675,0.7265,0.79514,0.46338,1.44447,0.92679,1.4056,0.0050302,0.0050302,0.0050302
253,10131.2,0.87376,0.63951,1.10239,0.83943,0.72835,0.79756,0.4638,1.44511,0.92663,1.40609,0.0050104,0.0050104,0.0050104
254,10170.8,0.87827,0.64486,1.10663,0.83748,0.72583,0.79678,0.46272,1.44552,0.92663,1.40656,0.0049906,0.0049906,0.0049906
255,10212.8,0.87665,0.63879,1.10392,0.8396,0.72843,0.79619,0.46347,1.44596,0.926,1.40698,0.0049708,0.0049708,0.0049708
256,10255.2,0.87432,0.63668,1.09696,0.84031,0.728,0.79604,0.46464,1.44594,0.92597,1.40715,0.004951,0.004951,0.004951
257,10297.2,0.88265,0.64438,1.10229,0.84297,0.72532,0.79657,0.46427,1.44668,0.92699,1.4078,0.0049312,0.0049312,0.0049312
258,10339.1,0.88179,0.6447,1.10503,0.84075,0.72613,0.79639,0.46448,1.44613,0.92665,1.40758,0.0049114,0.0049114,0.0049114
259,10380.9,0.87818,0.63497,1.10204,0.85081,0.71693,0.79667,0.46451,1.44655,0.92639,1.40843,0.0048916,0.0048916,0.0048916
260,10428.1,0.86949,0.64126,1.10117,0.84866,0.71646,0.79622,0.46381,1.44644,0.92613,1.40868,0.0048718,0.0048718,0.0048718
261,10469.9,0.87711,0.64491,1.10331,0.84075,0.72644,0.79642,0.46384,1.44609,0.92532,1.4084,0.004852,0.004852,0.004852
262,10511.9,0.86977,0.63493,1.10051,0.83898,0.72734,0.79685,0.46355,1.4463,0.92464,1.4088,0.0048322,0.0048322,0.0048322
263,10553.7,0.88243,0.63585,1.10488,0.84446,0.7199,0.79576,0.46355,1.44714,0.92439,1.40963,0.0048124,0.0048124,0.0048124
264,10595.6,0.86546,0.62752,1.09686,0.8414,0.72397,0.79581,0.46304,1.44784,0.92423,1.41065,0.0047926,0.0047926,0.0047926
